event_id,account_id,event_type,event_source,timestamp_utc,timezone,amount,currency,transaction_type,channel,timestamp_local,user_type,user_segment,user_risk_class,registered_country,registered_region,account_creation_date,account_age_days,sensitive_data_change_last_7d,registered_devices_count,active_devices_last_30d,hour_of_day,day_of_week,is_weekend,is_local_holiday,seconds_since_last_login,seconds_since_last_transaction,transactions_last_1h,transactions_last_24h,transactions_last_7d,transactions_last_30d,amount_sum_last_24h,amount_sum_last_7d,amount_sum_last_30d,amount_mean_last_30d,amount_std_last_30d,logins_last_24h,login_failures_last_24h,password_resets_last_30d,transaction_description,beneficiary_bank_code,merchant_category_code,is_round_amount,is_international,amount_increase_vs_30d_mean,ip_address,ip_country,ip_region,ip_city,ip_asn,ip_isp,is_vpn,is_datacenter_ip,geolocation_lat,geolocation_lon,ip_blacklisted,is_proxy,is_tor,connection_type,is_location_anomaly,distance_from_registered_location_km,device_id,device_type,os_family,os_version,browser_family,browser_version,app_version,is_emulator,is_rooted_or_jailbroken,is_new_device_for_user,devices_last_30d,is_device_compromised,tls_version,cipher_strength_bits,waf_present,waf_vendor,ids_present,ips_present,antimalware_present,antimalware_vendor,mfa_enabled,mfa_method,device_binding_enabled,risk_engine_version,security_score_tech,previous_fraud_count,previous_chargeback_count,account_takeover_flag,velocity_alert_flag,blacklist_hit,whitelist_hit,money_mule_score,device_fingerprint_match_count,ip_reputation_score,fraud_probability,is_fraud,fraud_type,message_text,message_length,message_language,contains_url,contains_phone,num_special_chars,llm_risk_score,llm_risk_reasoning,llm_phishing_detected,llm_sentiment_score,llm_urgency_score
E0000002729,A0000026,device_registration,mobile_app,2025-01-01 01:39:06,America/Sao_Paulo,,,,mobile_android,2024-12-31 22:39:06-03:00,individual,retail,high,BR,Maryland,2025-01-01,0,0,0,0,1,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,0,0,,192.168.0.201,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,9189.685,,unknown,unknown,,,,,0,0,1,0,0,TLS1_2,128,1,Cloudflare,0,1,1,GenericAV,1,push,0,1.0.0,0.6666667,1,2,0,0,0,0,0.0,1,0.6644285,0.25697565,0,,,0,en,False,False,0,0.0,,0,0.0,0.0
E0000002766,A0000027,login,api_partner,2025-01-01 01:43:31,America/Sao_Paulo,,,,api_partner,2024-12-31 22:43:31-03:00,individual,retail,low,AR,Connecticut,2025-01-01,0,0,0,0,1,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,0,0,,192.168.0.33,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,1,0,cellular_5g,1,12441.121,,unknown,unknown,,,,,0,0,1,0,0,TLS1_3,256,1,Cloudflare,1,0,1,GenericAV,1,sms,0,1.0.0,0.6666667,0,0,0,0,0,0,0.0,1,0.64882106,0.06424391,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000005450,A0000049,transaction,web_app,2025-01-01 01:48:41,Europe/Berlin,10020.428,BRL,internal_transfer,mobile_ios,2025-01-01 02:48:41+01:00,business,corporate,medium,DE,Colorado,2025-01-01,0,0,0,0,1,2,0,0,,3051.0,1,1,1,1,7829.9985,7829.9985,7829.9985,7829.9985,0.0,0,0,0,INTERNAL_TRANSFER payment,459,,0,0,1.2797484,192.168.0.229,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,10846.471,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,Imperva,1,0,1,GenericAV,1,sms,1,1.0.0,0.8333333,0,0,0,0,0,1,0.0,1,0.38815024,0.059960987,0,,Transaction of $10020.43,24,en,False,False,2,0.0,,0,0.0,0.0
E0000000745,A0000009,transaction,mobile_app,2025-01-01 01:59:54,America/Sao_Paulo,1050.0593,BRL,pix,api_partner,2024-12-31 22:59:54-03:00,individual,retail,high,BR,New Mexico,2025-01-06,0,0,0,0,1,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,PIX payment,100,,0,0,0.0,192.168.0.66,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_5g,1,13888.519,,unknown,unknown,,,,,0,0,1,0,0,TLS1_3,256,1,Akamai,1,0,0,,0,,1,1.0.0,0.5,2,0,0,0,0,0,0.0,1,0.77824074,0.4,0,,Transaction of $1050.06,23,en,False,False,2,0.0,,0,0.0,0.0
E0000001995,A0000021,transaction,mobile_app,2025-01-01 02:03:41,Africa/Lagos,1630.2573,BRL,card,web,2025-01-01 03:03:41+01:00,individual,retail,high,BR,Kentucky,2025-01-01,0,0,0,0,2,2,0,0,5211.0,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,CARD payment,882,6011,0,0,0.0,192.168.0.245,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_5g,1,11619.641,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,Cloudflare,0,0,1,GenericAV,1,totp,0,1.0.0,0.5,2,0,0,0,0,0,0.0,1,0.40086377,0.32121956,0,,Transaction of $1630.26,23,en,False,False,2,0.0,,0,0.0,0.0
E0000005124,A0000047,login,call_center,2025-01-01 02:32:58,Europe/Moscow,,,,call_center,2025-01-01 05:32:58+03:00,individual,retail,high,BR,Oklahoma,2025-01-01,0,0,0,0,2,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,0,0,,192.168.0.243,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_5g,1,11135.144,,unknown,unknown,,,,,0,0,1,0,0,TLS1_3,256,1,Akamai,1,0,1,GenericAV,1,sms,1,1.0.0,0.8333333,5,1,0,0,0,0,0.0,1,0.8883619,0.4,1,card_testing,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000001897,A0000021,login,web_app,2025-01-01 03:17:29,Africa/Lagos,,,,web,2025-01-01 04:17:29+01:00,individual,retail,high,BR,Kentucky,2025-01-01,0,0,0,0,3,2,0,0,9639.0,4428.0,0,1,1,1,1630.2573,1630.2573,1630.2573,1630.2573,0.0,1,0,0,,,,0,0,,192.168.0.104,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,9461.061,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,AWS_WAF,1,1,1,GenericAV,0,,1,1.0.0,0.8333333,1,0,0,0,0,0,0.0,1,0.5086223,0.32121956,1,account_takeover,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000002405,A0000023,login,mobile_app,2025-01-01 03:20:27,America/Sao_Paulo,,,,mobile_ios,2025-01-01 00:20:27-03:00,business,corporate,medium,BR,Virginia,2025-01-01,0,0,0,0,3,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,0,0,,192.168.0.130,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,7449.942,,unknown,unknown,,,,,0,0,1,0,0,TLS1_2,128,1,Akamai,1,0,1,GenericAV,1,sms,0,1.0.0,0.6666667,0,0,0,0,0,1,0.0,1,0.65974575,0.07495123,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000002983,A0000030,transaction,mobile_app,2025-01-01 03:36:00,America/Fortaleza,323.9143,BRL,internal_transfer,mobile_ios,2025-01-01 00:36:00-03:00,individual,retail,medium,BR,Utah,2025-01-01,0,0,0,0,3,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,INTERNAL_TRANSFER payment,410,,0,0,0.0,192.168.0.113,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,5333.1206,,unknown,unknown,,,,,0,0,1,0,0,TLS1_2,128,1,none,0,0,1,GenericAV,1,totp,0,1.0.0,0.5,0,0,0,0,0,0,0.0,1,0.7600295,0.059960987,0,,Transaction of $323.91,22,en,False,False,2,0.0,,0,0.0,0.0
E0000004320,A0000042,login,mobile_app,2025-01-01 04:04:26,America/Sao_Paulo,,,,mobile_ios,2025-01-01 01:04:26-03:00,individual,retail,medium,BR,New Mexico,2025-01-01,0,0,0,0,4,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,0,0,,192.168.0.210,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,10089.243,,unknown,unknown,,,,,0,0,1,0,0,TLS1_3,256,1,Cloudflare,1,0,1,GenericAV,1,sms,1,1.0.0,0.8333333,0,0,0,0,0,0,0.0,1,0.32776108,0.07495123,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000005336,A0000048,transaction,mobile_app,2025-01-01 04:07:07,America/Sao_Paulo,458.36642,BRL,internal_transfer,mobile_android,2025-01-01 01:07:07-03:00,individual,retail,medium,BR,Alabama,2025-01-01,0,0,0,0,4,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,INTERNAL_TRANSFER payment,814,,0,0,0.0,192.168.0.227,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,13872.117,,unknown,unknown,,,,,0,0,1,0,0,TLS1_2,128,1,AWS_WAF,1,0,1,GenericAV,0,,1,1.0.0,0.6666667,0,0,0,0,0,0,0.0,1,0.47207454,0.06852684,0,,Transaction of $458.37,22,en,False,False,2,0.0,,0,0.0,0.0
E0000001992,A0000021,transaction,web_app,2025-01-01 04:47:07,Africa/Lagos,2257.7563,BRL,card,web,2025-01-01 05:47:07+01:00,individual,retail,high,BR,Kentucky,2025-01-01,0,0,0,0,4,2,0,0,5378.0,9806.0,0,1,1,1,1630.2573,1630.2573,1630.2573,1630.2573,0.0,2,0,0,CARD payment,152,4121,0,0,1.384908,192.168.0.173,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,10775.163,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,0,,1,0,1,GenericAV,1,totp,0,1.0.0,0.5,3,0,0,0,0,0,0.0,1,0.35156614,0.32121956,0,,Transaction of $2257.76,23,en,False,False,2,0.0,,0,0.0,0.0
E0000002442,A0000024,transaction,mobile_app,2025-01-01 05:24:51,America/Sao_Paulo,248.54128,BRL,wire,web,2025-01-01 02:24:51-03:00,individual,retail,high,UA,Rhode Island,2025-01-01,0,0,0,0,5,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,WIRE payment,385,,0,0,0.0,192.168.0.186,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_5g,1,8107.5815,,unknown,unknown,,,,,0,0,1,0,0,TLS1_3,256,0,,1,0,1,GenericAV,1,totp,1,1.0.0,0.6666667,0,1,0,0,0,0,0.0,1,0.8637627,0.4,0,,Transaction of $248.54,22,en,False,False,2,0.0,,0,0.0,0.0
E0000000872,A0000010,transaction,api_partner,2025-01-01 05:25:43,Africa/Lagos,1.0,BRL,pix,mobile_android,2025-01-01 06:25:43+01:00,individual,retail,high,BR,Minnesota,2025-01-01,0,0,0,0,5,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,PIX payment,804,,0,0,0.0,192.168.0.203,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,5404.412,,unknown,unknown,,,,,0,0,1,0,0,TLS1_3,256,1,F5,1,0,1,GenericAV,1,push,1,1.0.0,0.8333333,1,2,0,0,0,1,0.0,1,0.86457795,0.3083708,1,account_takeover,Transaction of $1.00,20,en,False,False,2,0.0,,0,0.0,0.0
E0000004781,A0000045,transaction,mobile_app,2025-01-01 05:26:29,Europe/Berlin,3709.8323,BRL,wire,api_partner,2025-01-01 06:26:29+01:00,business,corporate,medium,DE,Kentucky,2025-01-01,0,0,0,0,5,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,WIRE payment,135,,0,0,0.0,192.168.0.195,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,11201.826,,unknown,unknown,,,,,0,0,1,0,0,TLS1_2,128,1,Cloudflare,1,1,1,GenericAV,1,totp,1,1.0.0,1.0,0,0,0,0,0,0,0.0,1,0.8326295,0.2783903,0,,Transaction of $3709.83,23,en,False,False,2,0.0,,0,0.0,0.0
E0000002569,A0000024,transaction,mobile_app,2025-01-01 05:31:01,America/Sao_Paulo,1.0,BRL,pix,mobile_android,2025-01-01 02:31:01-03:00,individual,retail,high,UA,Rhode Island,2025-01-01,0,0,0,0,5,2,0,0,,370.0,1,1,1,1,248.54128,248.54128,248.54128,248.54128,0.0,0,0,0,PIX payment,997,,0,0,0.0040234765,192.168.0.151,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,8777.941,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,none,1,1,1,GenericAV,1,totp,1,1.0.0,1.0,0,1,0,0,0,0,0.0,1,0.65292567,0.3083708,0,,Transaction of $1.00,20,en,False,False,2,0.0,,0,0.0,0.0
E0000000707,A0000009,transaction,mobile_app,2025-01-01 05:32:46,America/Sao_Paulo,1.0,BRL,pix,api_partner,2025-01-01 02:32:46-03:00,individual,retail,high,BR,New Mexico,2025-01-06,0,0,0,0,5,2,0,0,,12772.0,0,1,1,1,1050.0593,1050.0593,1050.0593,1050.0593,0.0,0,0,0,PIX payment,860,,0,0,0.0009523271,192.168.0.204,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,ethernet,1,8514.583,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,0,,1,0,1,GenericAV,1,sms,0,1.0.0,0.5,2,1,0,0,0,0,0.0,1,0.7908863,0.4,1,account_takeover,Transaction of $1.00,20,en,False,False,2,0.0,,0,0.0,0.0
E0000000176,A0000002,email_change,web_app,2025-01-01 05:39:04,America/Sao_Paulo,,,,web,2025-01-01 02:39:04-03:00,individual,retail,high,UA,Nebraska,2025-01-01,0,0,0,0,5,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,0,0,,192.168.0.40,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,6341.0728,,unknown,unknown,,,,,0,0,1,0,0,TLS1_3,256,1,Akamai,1,1,1,GenericAV,1,totp,1,1.0.0,1.0,2,0,0,0,0,0,0.0,1,0.38654086,0.32121956,1,phishing_induced,,0,en,False,False,0,0.0,,0,0.0,0.0
E0000000779,A0000009,login,mobile_app,2025-01-01 05:42:22,America/Sao_Paulo,,,,mobile_android,2025-01-01 02:42:22-03:00,individual,retail,high,BR,New Mexico,2025-01-06,0,0,0,0,5,2,0,0,,576.0,1,2,2,2,1051.0593,1051.0593,1051.0593,525.52966,524.52966,0,0,0,,,,0,0,,192.168.0.91,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,11338.453,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,Imperva,1,0,1,GenericAV,1,push,0,1.0.0,0.6666667,4,0,0,0,0,0,0.0,1,0.8384338,0.25697565,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000004467,A0000043,transaction,mobile_app,2025-01-01 05:45:53,Africa/Lagos,2658.3672,BRL,pix,web,2025-01-01 06:45:53+01:00,individual,retail,high,BR,New Hampshire,2025-01-01,0,0,0,0,5,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,PIX payment,430,,0,0,0.0,192.168.0.34,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,8193.526,,unknown,unknown,,,,,0,0,1,0,0,TLS1_3,256,1,none,1,1,1,GenericAV,1,sms,1,1.0.0,1.0,4,1,0,0,0,0,0.0,1,0.57985055,0.38546348,0,,Transaction of $2658.37,23,en,False,False,2,0.0,,0,0.0,0.0
E0000003456,A0000034,login,web_app,2025-01-01 06:00:35,America/Sao_Paulo,,,,web,2025-01-01 03:00:35-03:00,individual,retail,medium,BR,Connecticut,2025-01-01,0,0,0,0,6,2,0,0,,16372.0,0,3,3,3,1165.8314,1165.8314,1165.8314,388.61047,296.70114,0,0,0,,,,0,0,,192.168.0.62,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,8503.372,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,Akamai,1,0,1,GenericAV,1,sms,0,1.0.0,0.6666667,0,0,0,0,0,1,0.0,1,0.49515745,0.059485104,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000003136,A0000032,login,mobile_app,2025-01-01 06:00:42,America/Sao_Paulo,,,,mobile_ios,2025-01-01 03:00:42-03:00,individual,retail,medium,BR,New Mexico,2025-01-01,0,0,0,0,6,2,0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,0,0,,192.168.0.5,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,8200.445,,unknown,unknown,,,,,0,0,1,0,0,TLS1_2,128,1,Imperva,1,0,1,GenericAV,1,sms,1,1.0.0,0.8333333,0,0,0,0,0,0,0.0,1,0.34908175,0.041639574,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000005479,A0000049,transaction,web_app,2025-01-01 06:09:43,Europe/Berlin,866.5963,BRL,wire,mobile_ios,2025-01-01 07:09:43+01:00,business,corporate,medium,DE,Colorado,2025-01-01,0,0,0,0,6,2,0,0,,15662.0,0,2,2,2,17850.426,17850.426,17850.426,8925.213,1095.2148,0,0,0,WIRE payment,387,,0,0,0.0970953,192.168.0.73,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,12458.426,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,F5,1,0,1,GenericAV,1,totp,1,1.0.0,0.8333333,0,0,0,0,0,1,0.0,1,0.58936036,0.054131445,0,,Transaction of $866.60,22,en,False,False,2,0.0,,0,0.0,0.0
