scenario_name,scenario_category,request_id,security_level,risk_score,conf_score,has_qkd,proposed_algorithms,fallback_algorithms,response_time,feedback_success,feedback_latency,feedback_resource_usage,timestamp,system_load,available_resources,network_latency
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-009,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.152257204055786,True,30.56,0.65,2025-10-21T07:37:11.286658,0.48,0.78,
QKD High Security - E91,quantum,qkd-high-e91-002,high,0.85,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.125664472579956,True,66.12,0.83,2025-10-21T07:37:19.667720,0.4,0.85,
QKD Very High - CV-QKD,quantum,qkd-veryhigh-cv-003,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1399736404418945,True,63.48,0.82,2025-10-21T07:37:28.061071,0.35,0.88,
PQC Very High - SABER,post_quantum,pqc-veryhigh-saber-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.146113157272339,True,30.17,0.65,2025-10-21T07:37:36.462769,0.52,0.72,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-005,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.147100925445557,True,35.12,0.65,2025-10-21T07:37:44.830150,0.5,0.75,
Hybrid Very High - Transition,hybrid,hybrid-veryhigh-trans-013,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140795469284058,True,42.04,0.65,2025-10-21T07:37:53.224546,0.48,0.76,
Network - Low Latency + QKD,network_conditions,network-lowlatency-020,very_high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.161261081695557,True,67.07,0.82,2025-10-21T07:38:01.640813,0.35,0.85,15.0
Classical Moderate - AES-192,classical,classical-mod-aes192-015,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.139178514480591,False,77.14,0.48,2025-10-21T07:38:10.010844,0.65,0.55,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1322386264801025,False,180.9,0.84,2025-10-21T07:38:18.394587,0.45,0.8,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.127816677093506,True,65.27,0.81,2025-10-21T07:38:26.759997,0.3,0.9,
Classical High - AES-256,classical,classical-high-aes256-014,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138383626937866,False,57.73,0.67,2025-10-21T07:38:35.148965,0.6,0.6,
Hybrid High - Mixed,hybrid,hybrid-high-mixed-012,high,0.72,0.76,False,['AES_256_GCM'],[],6.127724647521973,True,33.15,0.46,2025-10-21T07:38:43.530131,0.55,0.7,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-006,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.150794506072998,True,47.37,0.66,2025-10-21T07:38:51.939071,0.55,0.7,
Hybrid Very High - ECC+PQC,hybrid,hybrid-veryhigh-ecc-011,very_high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.126228332519531,True,27.72,0.65,2025-10-21T07:39:00.317241,0.52,0.73,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-010,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125169992446899,True,28.07,0.65,2025-10-21T07:39:08.701664,0.5,0.75,
Stress - Peak Attack + QKD,stress_test,stress-peak-qkd-017,high,0.92,0.88,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.121614694595337,True,18.33,0.53,2025-10-21T07:39:17.083496,0.88,0.3,
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.132847309112549,False,192.63,0.66,2025-10-21T07:39:25.457911,0.55,0.65,280.0
PQC High - NTRU,post_quantum,pqc-high-ntru-007,very_high,0.8,0.83,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.162168741226196,False,141.16,0.67,2025-10-21T07:39:33.862444,0.58,0.68,
Hybrid High - Mixed,hybrid,hybrid-high-mixed-012,high,0.72,0.76,False,['AES_256_GCM'],[],6.146193504333496,False,57.51,0.46,2025-10-21T07:39:43.239836,0.55,0.7,
PQC Very High - SABER,post_quantum,pqc-veryhigh-saber-008,very_high,0.83,0.86,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.137287139892578,True,33.49,0.65,2025-10-21T07:39:51.636223,0.52,0.72,
PQC High - NTRU,post_quantum,pqc-high-ntru-007,very_high,0.8,0.83,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.128251314163208,True,32.34,0.67,2025-10-21T07:40:00.016591,0.58,0.68,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.125188589096069,True,53.07,0.84,2025-10-21T07:40:08.374380,0.45,0.8,
QKD Very High - CV-QKD,quantum,qkd-veryhigh-cv-003,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.119666337966919,True,52.86,0.82,2025-10-21T07:40:16.738997,0.35,0.88,
Hybrid Very High - ECC+PQC,hybrid,hybrid-veryhigh-ecc-011,very_high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.146922826766968,True,36.53,0.65,2025-10-21T07:40:25.139216,0.52,0.73,
Classical High - AES-256,classical,classical-high-aes256-014,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139640808105469,True,25.94,0.67,2025-10-21T07:40:33.528884,0.6,0.6,
Network - Low Latency + QKD,network_conditions,network-lowlatency-020,very_high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.131259202957153,True,55.1,0.82,2025-10-21T07:40:41.905218,0.35,0.85,15.0
Stress - Limited Resources,low_resources,stress-lowres-018,high,0.75,0.78,False,"['AES_192', 'AES_256_GCM']",[],6.144034147262573,False,96.78,0.53,2025-10-21T07:40:50.289716,0.92,0.2,
Stress - Peak Attack + QKD,stress_test,stress-peak-qkd-017,high,0.92,0.88,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.140308141708374,True,31.77,0.53,2025-10-21T07:40:58.674334,0.88,0.3,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-005,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140596151351929,True,40.83,0.65,2025-10-21T07:41:07.054494,0.5,0.75,
Classical High - RSA-4096,classical,classical-high-rsa-016,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.15487813949585,True,46.93,0.67,2025-10-21T07:41:15.461708,0.62,0.58,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-006,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.105783462524414,True,46.24,0.66,2025-10-21T07:41:23.821632,0.55,0.7,
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1328816413879395,True,117.17,0.66,2025-10-21T07:41:32.211058,0.55,0.65,280.0
Hybrid Very High - Transition,hybrid,hybrid-veryhigh-trans-013,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.115828037261963,True,25.92,0.65,2025-10-21T07:41:40.580856,0.48,0.76,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.151273488998413,True,59.96,0.81,2025-10-21T07:41:48.995688,0.3,0.9,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-010,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.129558324813843,True,25.9,0.65,2025-10-21T07:41:57.374102,0.5,0.75,
Classical Moderate - AES-192,classical,classical-mod-aes192-015,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.119652986526489,True,20.37,0.48,2025-10-21T07:42:05.735247,0.65,0.55,
QKD High Security - E91,quantum,qkd-high-e91-002,high,0.85,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.110605478286743,True,43.32,0.83,2025-10-21T07:42:14.080719,0.4,0.85,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-009,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.129427194595337,True,31.6,0.65,2025-10-21T07:42:22.454218,0.48,0.78,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-006,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.114090204238892,False,130.49,0.66,2025-10-21T07:42:31.811343,0.55,0.7,
Network - Low Latency + QKD,network_conditions,network-lowlatency-020,very_high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.128206253051758,True,68.21,0.82,2025-10-21T07:42:40.183108,0.35,0.85,15.0
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.113780975341797,True,78.53,0.84,2025-10-21T07:42:48.557200,0.45,0.8,
Stress - Limited Resources,low_resources,stress-lowres-018,high,0.75,0.78,False,"['AES_192', 'AES_256_GCM']",[],6.141359329223633,False,84.63,0.53,2025-10-21T07:42:56.943466,0.92,0.2,
PQC High - NTRU,post_quantum,pqc-high-ntru-007,very_high,0.8,0.83,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142683506011963,True,45.96,0.67,2025-10-21T07:43:05.329342,0.58,0.68,
Classical Moderate - AES-192,classical,classical-mod-aes192-015,moderate,0.45,0.5,False,"['AES_192', 'AES_256_GCM']",[],6.097416877746582,False,102.37,0.48,2025-10-21T07:43:13.674534,0.65,0.55,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-005,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.147413730621338,True,32.19,0.65,2025-10-21T07:43:22.071582,0.5,0.75,
Classical High - RSA-4096,classical,classical-high-rsa-016,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.155343055725098,True,46.43,0.67,2025-10-21T07:43:30.470732,0.62,0.58,
Stress - Peak Attack + QKD,stress_test,stress-peak-qkd-017,high,0.92,0.88,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.136178731918335,True,16.97,0.53,2025-10-21T07:43:38.842843,0.88,0.3,
Hybrid Very High - Transition,hybrid,hybrid-veryhigh-trans-013,very_high,0.81,0.84,False,"['AES_192', 'AES_256_GCM']",[],6.122760057449341,False,41.91,0.45,2025-10-21T07:43:47.206966,0.48,0.76,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-009,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.155629634857178,True,49.94,0.65,2025-10-21T07:43:55.603447,0.48,0.78,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.126011371612549,True,73.67,0.81,2025-10-21T07:44:03.976674,0.3,0.9,
Hybrid Very High - ECC+PQC,hybrid,hybrid-veryhigh-ecc-011,very_high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.146073818206787,False,88.47,0.65,2025-10-21T07:44:12.382363,0.52,0.73,
Hybrid High - Mixed,hybrid,hybrid-high-mixed-012,high,0.72,0.76,False,['AES_256_GCM'],[],6.144884347915649,True,16.48,0.46,2025-10-21T07:44:20.785961,0.55,0.7,
QKD Very High - CV-QKD,quantum,qkd-veryhigh-cv-003,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.14435601234436,True,53.03,0.82,2025-10-21T07:44:29.174794,0.35,0.88,
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.15227484703064,True,109.68,0.66,2025-10-21T07:44:37.570781,0.55,0.65,280.0
Classical High - AES-256,classical,classical-high-aes256-014,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.132543325424194,False,146.97,0.67,2025-10-21T07:44:45.954650,0.6,0.6,
QKD High Security - E91,quantum,qkd-high-e91-002,high,0.85,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.13866114616394,False,128.28,0.83,2025-10-21T07:44:54.337248,0.4,0.85,
PQC Very High - SABER,post_quantum,pqc-veryhigh-saber-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.159257173538208,True,26.71,0.65,2025-10-21T07:45:02.742278,0.52,0.72,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-010,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.14885401725769,False,109.56,0.65,2025-10-21T07:45:11.144315,0.5,0.75,
Hybrid Very High - ECC+PQC,hybrid,hybrid-veryhigh-ecc-011,very_high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.111712455749512,True,31.49,0.65,2025-10-21T07:45:20.499023,0.52,0.73,
Stress - Limited Resources,low_resources,stress-lowres-018,high,0.75,0.78,False,"['AES_192', 'AES_256_GCM']",[],6.140376806259155,True,16.3,0.53,2025-10-21T07:45:28.885303,0.92,0.2,
Classical Moderate - AES-192,classical,classical-mod-aes192-015,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.130212306976318,True,25.2,0.48,2025-10-21T07:45:37.248931,0.65,0.55,
PQC Very High - SABER,post_quantum,pqc-veryhigh-saber-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.147335052490234,True,45.64,0.65,2025-10-21T07:45:45.643084,0.52,0.72,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-009,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.155659437179565,True,37.7,0.65,2025-10-21T07:45:54.045602,0.48,0.78,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-006,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1360156536102295,True,28.23,0.66,2025-10-21T07:46:02.427655,0.55,0.7,
Classical High - RSA-4096,classical,classical-high-rsa-016,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125118732452393,True,27.01,0.67,2025-10-21T07:46:10.809087,0.62,0.58,
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.143558025360107,True,129.97,0.66,2025-10-21T07:46:19.188744,0.55,0.65,280.0
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.124063491821289,True,75.22,0.81,2025-10-21T07:46:27.566502,0.3,0.9,
Hybrid High - Mixed,hybrid,hybrid-high-mixed-012,high,0.72,0.76,False,['AES_256_GCM'],[],6.143863916397095,True,18.82,0.46,2025-10-21T07:46:35.963440,0.55,0.7,
QKD High Security - E91,quantum,qkd-high-e91-002,high,0.85,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.096059560775757,True,74.2,0.83,2025-10-21T07:46:44.309624,0.4,0.85,
Stress - Peak Attack + QKD,stress_test,stress-peak-qkd-017,high,0.92,0.88,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.12604284286499,True,20.13,0.53,2025-10-21T07:46:52.692972,0.88,0.3,
Classical High - AES-256,classical,classical-high-aes256-014,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.111346960067749,True,46.67,0.67,2025-10-21T07:47:01.034516,0.6,0.6,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1352410316467285,False,183.45,0.84,2025-10-21T07:47:09.420541,0.45,0.8,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-010,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13573145866394,True,49.59,0.65,2025-10-21T07:47:17.801379,0.5,0.75,
Network - Low Latency + QKD,network_conditions,network-lowlatency-020,very_high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.150642156600952,True,76.3,0.82,2025-10-21T07:47:26.210395,0.35,0.85,15.0
QKD Very High - CV-QKD,quantum,qkd-veryhigh-cv-003,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.146039009094238,True,54.87,0.82,2025-10-21T07:47:34.614979,0.35,0.88,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-005,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.104347229003906,True,49.02,0.65,2025-10-21T07:47:42.957621,0.5,0.75,
Hybrid Very High - Transition,hybrid,hybrid-veryhigh-trans-013,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.115710973739624,False,65.59,0.65,2025-10-21T07:47:51.330444,0.48,0.76,
PQC High - NTRU,post_quantum,pqc-high-ntru-007,very_high,0.8,0.83,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1568944454193115,True,44.28,0.67,2025-10-21T07:47:59.732392,0.58,0.68,
QKD Very High - CV-QKD,quantum,qkd-veryhigh-cv-003,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.138241767883301,False,212.98,0.82,2025-10-21T07:48:09.129136,0.35,0.88,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-010,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.150957107543945,True,46.69,0.65,2025-10-21T07:48:17.519729,0.5,0.75,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-005,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1574320793151855,True,48.67,0.65,2025-10-21T07:48:25.930038,0.5,0.75,
Hybrid Very High - ECC+PQC,hybrid,hybrid-veryhigh-ecc-011,very_high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.155670881271362,True,35.23,0.65,2025-10-21T07:48:34.314417,0.52,0.73,
Hybrid Very High - Transition,hybrid,hybrid-veryhigh-trans-013,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.128821611404419,True,26.51,0.65,2025-10-21T07:48:42.682213,0.48,0.76,
Classical Moderate - AES-192,classical,classical-mod-aes192-015,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.138005971908569,True,26.61,0.48,2025-10-21T07:48:51.073035,0.65,0.55,
Network - Low Latency + QKD,network_conditions,network-lowlatency-020,very_high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.114256143569946,True,84.33,0.82,2025-10-21T07:48:59.411398,0.35,0.85,15.0
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-009,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13404107093811,True,40.57,0.65,2025-10-21T07:49:07.792575,0.48,0.78,
PQC Very High - SABER,post_quantum,pqc-veryhigh-saber-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1146345138549805,True,29.05,0.65,2025-10-21T07:49:16.154874,0.52,0.72,
QKD High Security - E91,quantum,qkd-high-e91-002,high,0.85,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.112751245498657,True,41.76,0.83,2025-10-21T07:49:24.510113,0.4,0.85,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.109751224517822,True,55.45,0.81,2025-10-21T07:49:32.879189,0.3,0.9,
Classical High - AES-256,classical,classical-high-aes256-014,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1400110721588135,True,39.44,0.67,2025-10-21T07:49:41.238610,0.6,0.6,
Hybrid High - Mixed,hybrid,hybrid-high-mixed-012,high,0.72,0.76,False,['AES_256_GCM'],[],6.1352760791778564,True,22.19,0.46,2025-10-21T07:49:49.613157,0.55,0.7,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.121468544006348,True,61.17,0.84,2025-10-21T07:49:57.974748,0.45,0.8,
PQC High - NTRU,post_quantum,pqc-high-ntru-007,very_high,0.8,0.83,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.157175779342651,False,50.56,0.67,2025-10-21T07:50:06.354225,0.58,0.68,
Stress - Peak Attack + QKD,stress_test,stress-peak-qkd-017,high,0.92,0.88,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.1293158531188965,True,27.4,0.53,2025-10-21T07:50:14.740276,0.88,0.3,
Classical High - RSA-4096,classical,classical-high-rsa-016,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.121629953384399,False,141.5,0.67,2025-10-21T07:50:23.076190,0.62,0.58,
Stress - Limited Resources,low_resources,stress-lowres-018,high,0.75,0.78,False,"['AES_192', 'AES_256_GCM']",[],6.113727569580078,True,29.63,0.53,2025-10-21T07:50:31.447919,0.92,0.2,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-006,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.113559722900391,False,53.78,0.66,2025-10-21T07:50:39.820786,0.55,0.7,
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.153758525848389,True,123.6,0.66,2025-10-21T07:50:48.213970,0.55,0.65,280.0
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['AES_192', 'AES_256_GCM']",[],6.146024465560913,True,113.13,0.46,2025-10-21T07:50:57.603683,0.55,0.65,280.0
