id,request_id_resolved,created_at,risk_score,conf_score,combined_score,risk_level,conf_classification,src_geo,src_device_type,dst_service_type,dst_security_policy,src_mfa_status_norm,hour_of_day,day_of_week,month,year,hour_sin,hour_cos,day_sin,day_cos,security_level_label
15,req_15,2025-10-10T08:49:20.152057,0.42017250377403936,0.3433213290908356,0.411045013975959,Medium,public,JP,mobile,api,high,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Medium
16,req_16,2025-10-10T08:48:20.152057,0.16730639769577751,0.15477850448850103,0.16415029449669874,Low,restricted,BR,server,web,high,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Low
17,req_17,2025-10-10T08:47:20.152057,0.95619768870302,0.959478358679304,0.9153047464386034,Critical,public,US,iot,web,medium,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Critical
18,req_18,2025-10-10T08:46:20.152057,0.4634918495011492,0.4424127988182801,0.45351784904281034,Medium,public,JP,mobile,api,high,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Medium
19,req_19,2025-10-10T08:45:20.152057,0.897489731193287,0.9557915382461765,0.8810251143186046,medium,internal,JP,server,queue,low,disabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very High
20,req_20,2025-10-10T08:44:20.152057,0.8951970641049745,0.848021305905532,0.7627006545975712,medium,confidential,RU,mobile,queue,medium,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very High
21,req_21,2025-10-10T08:43:20.152057,0.951626028042509,0.7200774559214244,0.9201009373842363,Critical,restricted,BR,server,queue,high,disabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Critical
22,req_22,2025-10-10T08:42:20.152057,0.5984036388374914,0.5639033500393995,0.6493832300955344,High,internal,EU,mobile,web,high,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,High
23,req_23,2025-10-10T08:41:20.152057,0.2193276220222724,0.15417654433806752,0.21969859684872736,Low,public,JP,server,web,high,disabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Low
24,req_24,2025-10-10T08:40:20.152057,0.005175419545890092,0.005561184571279956,0.005394048264578415,medium,confidential,EU,server,database,medium,disabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very Low
25,req_25,2025-10-10T08:39:20.152057,0.022784095934055205,0.02077779060656848,0.02402779948939445,medium,restricted,US,server,web,low,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very Low
26,req_26,2025-10-10T08:38:20.152057,0.9073956421535639,0.9581207793083536,0.7442611293815445,Critical,restricted,RU,desktop,queue,low,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Critical
27,req_27,2025-10-10T08:37:20.152057,0.5730758200952952,0.5339121945546227,0.5107806048415013,High,public,RU,iot,api,high,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,High
28,req_28,2025-10-10T08:36:20.152057,0.12285885296060109,0.14205558747276467,0.1168067880912267,Low,public,US,server,web,low,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Low
29,req_29,2025-10-10T08:35:20.152057,0.03996584678036619,0.038656019186206515,0.035825326571178706,medium,internal,US,iot,queue,medium,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very Low
30,req_30,2025-10-10T08:34:20.152057,0.5518584709549977,0.47323119960978954,0.44674183286091507,High,confidential,RU,desktop,database,low,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,High
31,req_31,2025-10-10T08:33:20.152057,0.27031039473660357,0.23665359043900963,0.28236051855008504,Low,restricted,JP,iot,database,low,disabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Low
32,req_32,2025-10-10T08:32:20.152057,0.19135621071373643,0.16449583414605914,0.16541785576434176,Low,public,RU,server,database,low,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Low
33,req_33,2025-10-10T08:31:20.152057,0.9664386002701002,0.7700237995388132,0.9779689999373011,Critical,internal,EU,mobile,api,low,disabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Critical
34,req_34,2025-10-10T08:30:20.152057,0.003716173426439529,0.0040203290862686585,0.003093318143194695,medium,restricted,JP,server,queue,high,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very Low
35,req_35,2025-10-10T08:29:20.152057,0.8497729523599143,0.9721599967354444,0.8113682855153445,medium,public,US,desktop,web,low,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very High
36,req_36,2025-10-10T08:28:20.152057,0.7269011358821268,0.5730498087334198,0.7556435839276151,medium,restricted,JP,iot,api,high,disabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very High
37,req_37,2025-10-10T08:27:20.152057,0.9950840414854922,0.7538877234349496,1.014861080744383,Critical,public,RU,desktop,api,low,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Critical
38,req_38,2025-10-10T08:26:20.152057,0.1868741291826893,0.16788775553322038,0.1726180728559916,Low,confidential,RU,iot,api,high,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Low
39,req_39,2025-10-10T08:25:20.152057,0.030725941538453705,0.021710979464306456,0.032967206483642285,medium,public,US,desktop,web,low,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very Low
40,req_40,2025-10-10T08:24:20.152057,0.5218651000653786,0.374785460260812,0.510027196564993,High,confidential,BR,mobile,api,low,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,High
41,req_41,2025-10-10T08:23:20.152057,0.27238239920951746,0.31286450525259824,0.227403794768037,Low,internal,RU,desktop,database,medium,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Low
42,req_42,2025-10-10T08:22:20.152057,0.6100630868311984,0.7183283579971756,0.6188314824785596,High,restricted,US,desktop,database,low,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,High
43,req_43,2025-10-10T08:21:20.152057,0.7219122925897269,0.8402906138194329,0.6661817264051687,medium,internal,US,server,database,high,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very High
44,req_44,2025-10-10T08:20:20.153057,0.9586658585479141,0.9115591726110637,0.7834637159592276,Critical,public,EU,mobile,web,low,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Critical
45,req_45,2025-10-10T08:19:20.153057,0.7827730012867092,0.6447939355273,0.8439826428440664,medium,internal,US,iot,queue,low,disabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very High
46,req_46,2025-10-10T08:18:20.153057,0.7460847557720005,0.7999763241020907,0.790871701957945,medium,internal,JP,desktop,database,high,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very High
47,req_47,2025-10-10T08:17:20.153057,0.29671936552440903,0.26162729630836834,0.3200487912365261,Low,restricted,EU,mobile,queue,high,disabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Low
48,req_48,2025-10-10T08:16:20.153057,0.89005407815402,0.9349143939969334,0.8354238505648905,medium,confidential,EU,server,database,medium,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very High
49,req_49,2025-10-10T08:15:20.153057,0.9659099016181498,1.0591567715884715,1.0092270907156682,Critical,public,JP,iot,queue,medium,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Critical
50,req_50,2025-10-10T08:14:20.153057,0.17937058489580082,0.18405780859679358,0.17729776333228645,Low,internal,BR,desktop,api,medium,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Low
51,req_51,2025-10-10T08:13:20.153057,0.19334356623455307,0.141585260285775,0.18820772437157954,Low,internal,BR,server,web,low,disabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Low
52,req_52,2025-10-10T08:12:20.153057,0.9254410981812246,0.942755296575846,0.8956567757250028,Critical,restricted,BR,iot,api,high,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Critical
53,req_53,2025-10-10T08:11:20.153057,0.7067294288729793,0.8310959330386094,0.6115527084913008,medium,public,BR,desktop,database,low,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very High
54,req_54,2025-10-10T08:10:20.153057,0.2253593551830592,0.19376637015964424,0.1818743530501837,Low,restricted,RU,mobile,web,low,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Low
55,req_55,2025-10-10T08:09:20.153057,0.007868665251194241,0.005817047578724003,0.007017367618761104,medium,confidential,RU,desktop,queue,medium,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very Low
56,req_56,2025-10-10T08:08:20.153057,0.4659597605519091,0.5550887036934896,0.4330756943692313,Medium,public,BR,iot,api,high,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Medium
57,req_57,2025-10-10T08:07:20.153057,0.33896833992449976,0.3191551064248794,0.34741040433498965,Medium,internal,BR,server,database,medium,disabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Medium
58,req_58,2025-10-10T08:06:20.153057,0.849367788343749,0.853455660413949,0.9025282265878408,medium,public,EU,desktop,queue,high,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very High
59,req_59,2025-10-10T08:05:20.153057,0.054114725157843185,0.048905933091430376,0.052162014765301155,medium,restricted,RU,server,web,high,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very Low
60,req_60,2025-10-10T08:04:20.153057,0.9043593629414074,0.6746386858869431,0.9489751815489015,Critical,restricted,JP,mobile,database,high,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Critical
61,req_61,2025-10-10T08:03:20.153057,0.42776671716760595,0.4307198711080139,0.4090445734960728,Medium,public,BR,mobile,database,high,unknown,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Medium
62,req_62,2025-10-10T08:02:20.153057,0.8915963745956421,0.8346774057507118,0.7654125807361053,medium,confidential,BR,mobile,database,high,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very High
63,req_63,2025-10-10T08:01:20.153057,0.08381186178235084,0.09301943848305921,0.09016612382889051,medium,internal,RU,server,web,medium,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,Very Low
64,req_64,2025-10-10T08:00:20.153057,0.6771133504617026,0.6026464356248108,0.6324917393427014,High,confidential,RU,mobile,api,medium,enabled,8,4,10,2025,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,High
65,req_65,2025-10-10T07:59:20.153057,0.7237495941724489,0.7185994513073604,0.7408880600561643,medium,public,BR,server,web,high,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very High
66,req_66,2025-10-10T07:58:20.153057,0.3999203496878015,0.4318576719607735,0.37901901945732513,Medium,restricted,RU,mobile,web,low,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Medium
67,req_67,2025-10-10T07:57:20.153057,0.38760502723549933,0.4194546542398571,0.4215695455317388,Medium,internal,JP,desktop,api,high,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Medium
68,req_68,2025-10-10T07:56:20.153057,0.13227534164603533,0.14622101739014817,0.13870513020153954,Low,public,EU,desktop,database,low,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Low
69,req_69,2025-10-10T07:55:20.153057,0.2890153933270904,0.3342123058548111,0.2662051013586788,Low,confidential,BR,iot,api,medium,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Low
70,req_70,2025-10-10T07:54:20.153057,0.6278101008419699,0.5018824613907965,0.5537387256621062,High,confidential,BR,iot,queue,medium,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,High
71,req_71,2025-10-10T07:53:20.153057,0.7013060900352953,0.7338097720339739,0.708301613343378,medium,public,BR,iot,api,high,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very High
72,req_72,2025-10-10T07:52:20.153057,0.43292626201999285,0.43486350229206666,0.3713776105763619,Medium,confidential,BR,desktop,web,medium,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Medium
73,req_73,2025-10-10T07:51:20.153057,0.2726120522178084,0.22135317748260402,0.22846528274238617,Low,public,US,desktop,database,low,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Low
74,req_74,2025-10-10T07:50:20.153057,0.48945945017534465,0.3775733879491541,0.4217546253842896,Medium,public,JP,iot,queue,low,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Medium
75,req_75,2025-10-10T07:49:20.153057,0.1481230254383908,0.1331906116286277,0.12560347323046972,Low,restricted,US,desktop,web,high,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Low
76,req_76,2025-10-10T07:48:20.153057,0.06179891878776372,0.05459119274748597,0.056987257916098495,medium,public,US,mobile,api,low,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very Low
77,req_77,2025-10-10T07:47:20.153057,0.9180513560705553,0.7983955061827787,0.8068922908148839,Critical,public,BR,desktop,database,medium,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Critical
78,req_78,2025-10-10T07:46:20.153057,0.9532175352304665,0.6999241215017241,0.8019019178546768,Critical,restricted,EU,server,database,low,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Critical
79,req_79,2025-10-10T07:45:20.153057,0.7524192428686673,0.873129218097952,0.7513964602737794,medium,restricted,EU,iot,web,high,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very High
80,req_80,2025-10-10T07:44:20.153057,0.5237172533200618,0.5151884232151932,0.5002845426052855,High,restricted,EU,iot,web,high,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,High
81,req_81,2025-10-10T07:43:20.153057,0.02085114649520047,0.020476743391646242,0.018819074203443812,medium,confidential,US,mobile,database,high,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very Low
82,req_82,2025-10-10T07:42:20.153057,0.44434342537919286,0.5306570220499927,0.3589496933300068,Medium,restricted,JP,desktop,queue,medium,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Medium
83,req_83,2025-10-10T07:41:20.153057,0.9654575975998427,0.9896927552682075,0.7974161844012684,Critical,confidential,EU,desktop,api,medium,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Critical
84,req_84,2025-10-10T07:40:20.153057,0.2148356363023839,0.16264087255730209,0.22134756216942278,Low,internal,EU,server,api,medium,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Low
85,req_85,2025-10-10T07:39:20.153057,0.815489047263791,0.5888195044100641,0.8579334250527223,medium,confidential,JP,desktop,api,medium,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very High
86,req_86,2025-10-10T07:38:20.153057,0.920540227582918,0.8219797476305851,0.8401937955724345,Critical,restricted,US,server,api,medium,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Critical
87,req_87,2025-10-10T07:37:20.153057,0.2547441149680839,0.2275398273099133,0.22014927786218136,Low,public,US,mobile,api,medium,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Low
88,req_88,2025-10-10T07:36:20.153057,0.9165127903324405,0.7316593011525796,0.8024005378945498,Critical,restricted,JP,iot,database,low,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Critical
89,req_89,2025-10-10T07:35:20.153057,0.4202477581999245,0.33071518847363307,0.4560140169393966,Medium,confidential,EU,mobile,queue,low,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Medium
90,req_90,2025-10-10T07:34:20.153057,0.9745709135898969,0.8852096896380339,0.8660680893945699,Critical,restricted,RU,desktop,queue,low,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Critical
91,req_91,2025-10-10T07:33:20.153057,0.5953436992259432,0.7081444818078206,0.5588739055755877,High,public,JP,iot,api,medium,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,High
92,req_92,2025-10-10T07:32:20.153057,0.029989620184189592,0.03421132806388885,0.029030128906672854,medium,internal,JP,desktop,api,medium,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very Low
93,req_93,2025-10-10T07:31:20.153057,0.941853628990362,0.9369467269994086,0.9548011733575029,Critical,confidential,JP,iot,api,low,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Critical
94,req_94,2025-10-10T07:30:20.153057,0.6232128290236834,0.6814342969677405,0.684121453236243,High,restricted,BR,iot,api,high,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,High
95,req_95,2025-10-10T07:29:20.153057,0.704083028127782,0.814294134989008,0.6151779263494908,medium,restricted,JP,iot,database,medium,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very High
96,req_96,2025-10-10T07:28:20.153057,0.7277583320650927,0.5782709977661428,0.7693351001196678,medium,confidential,RU,iot,api,medium,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very High
97,req_97,2025-10-10T07:27:20.153057,0.07773488285434998,0.07650657045904967,0.07300699392656121,medium,internal,US,server,queue,medium,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very Low
98,req_98,2025-10-10T07:26:20.153057,0.8257276775936568,0.9012507647156234,0.8680904382925362,medium,public,JP,desktop,database,medium,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very High
99,req_99,2025-10-10T07:25:20.153057,0.7997594682099916,0.8086938768338836,0.6477799189542657,medium,public,JP,iot,queue,low,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very High
100,req_100,2025-10-10T07:24:20.153057,0.4065268459169005,0.39869763039348294,0.38193885384375215,Medium,confidential,JP,desktop,web,low,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Medium
101,req_101,2025-10-10T07:23:20.153057,0.9067679141675008,0.6486565597148071,0.7559407042873519,Critical,confidential,BR,desktop,database,low,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Critical
102,req_102,2025-10-10T07:22:20.153057,0.9035813574944681,0.899880416883568,0.7245969097288149,Critical,confidential,JP,server,web,low,enabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Critical
103,req_103,2025-10-10T07:21:20.153057,0.0797100677544346,0.07602720523152491,0.0739175517672341,medium,internal,US,iot,web,high,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very Low
104,req_104,2025-10-10T07:20:20.153057,0.9903576564393345,1.1808447083387983,0.960436264203923,Critical,public,JP,server,web,high,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Critical
105,req_105,2025-10-10T07:19:20.153057,0.6274541465562248,0.4678309818475133,0.5140163638282448,High,restricted,JP,mobile,database,high,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,High
106,req_106,2025-10-10T07:18:20.153057,0.7825847400119665,0.8059833917955072,0.6535502304092966,medium,confidential,EU,desktop,database,high,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very High
107,req_107,2025-10-10T07:17:20.153057,0.04350747803793105,0.051924590811459635,0.03789377275117051,medium,confidential,JP,server,api,high,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very Low
108,req_108,2025-10-10T07:16:20.153057,0.0781426287094567,0.07868967730487064,0.06397743959461244,medium,confidential,BR,iot,database,low,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very Low
109,req_109,2025-10-10T07:15:20.153057,0.45102298704062244,0.35952826806844745,0.47220845073534023,Medium,internal,RU,mobile,web,high,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Medium
110,req_110,2025-10-10T07:14:20.153057,0.9019594881984565,0.7157423780561489,0.772769596267164,Critical,confidential,BR,desktop,database,medium,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Critical
111,req_111,2025-10-10T07:13:20.153057,0.14200420493006807,0.10178856983516309,0.14141333060599648,Low,public,US,mobile,web,high,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Low
112,req_112,2025-10-10T07:12:20.153057,0.7101031459015664,0.5134480396256546,0.6354831828759889,medium,confidential,JP,desktop,database,low,unknown,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Very High
113,req_113,2025-10-10T07:11:20.153057,0.21354750599178796,0.18048444436492028,0.20714742381078433,Low,public,EU,desktop,database,low,disabled,7,4,10,2025,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,Low
